"","Season","Year_0","Time_Since_Restoration","Salt_Marsh","Site","State","Overall_Treatment","Tidal_Regime","Marsh_Condition","Transect","Plot_count","Elevation_mean","Elevation_se","MUD_mean","MUD_se","DEAD_mean","DEAD_se","WATER_mean","WATER_se","WRACK_mean","WRACK_se","DITCH_FILL_mean","DITCH_FILL_se","ALGAL_MAT_mean","ALGAL_MAT_se","GREEN_ALG_mean","GREEN_ALG_se","VAUCH_mean","VAUCH_se","ASCO_mean","ASCO_se","SPALT_mean","SPALT_se","SPPAT_mean","SPPAT_se","DISPI_mean","DISPI_se","JUGER_mean","JUGER_se","SADEP_mean","SADEP_se","AGMAR_mean","AGMAR_se","AMCAN_mean","AMCAN_se","ARANS_mean","ARANS_se","ATPAT_mean","ATPAT_se","BAHAL_mean","BAHAL_se","BOMAR_mean","BOMAR_se","BOROB_mean","BOROB_se","CHRUB_mean","CHRUB_se","ELROS_mean","ELROS_se","FERUB_mean","FERUB_se","IVFRU_mean","IVFRU_se","JUBAL_mean","JUBAL_se","LYNAS_mean","LYNAS_se","LYMAR_mean","LYMAR_se","MYPEN_mean","MYPEN_se","PAVIR_mean","PAVIR_se","PHAUS_mean","PHAUS_se","PLMAR_mean","PLMAR_se","PLODO_mean","PLODO_se","PORAM_mean","PORAM_se","PUMAR_mean","PUMAR_se","RUMAR_mean","RUMAR_se","SABIG_mean","SABIG_se","SOSEM_mean","SOSEM_se","SPCAE_mean","SPCAE_se","SPPEC_mean","SPPEC_se","SPMAR_mean","SPMAR_se","SULIN_mean","SULIN_se","SUMAR_mean","SUMAR_se","SYSUB_mean","SYSUB_se","SYTEN_mean","SYTEN_se","TECAN_mean","TECAN_se","TRMAR_mean","TRMAR_se","AGSTO_mean","AGSTO_se","AMCANA_mean","AMCANA_se","ASTER_mean","ASTER_se","CASEP_mean","CASEP_se","CAHOR_mean","CAHOR_se","CUSCUTA_mean","CUSCUTA_se","DICLA_mean","DICLA_se","ELPAL_mean","ELPAL_se","ELREP_mean","ELREP_se","ELVIR_mean","ELVIR_se","EUGRA_mean","EUGRA_se","HIODO_mean","HIODO_se","JUVIR_mean","JUVIR_se","LACTUCA_mean","LACTUCA_se","LYSAL_mean","LYSAL_se","MEAQU_mean","MEAQU_se","PACLA_mean","PACLA_se","PAQUI_mean","PAQUI_se","SACAN_mean","SACAN_se","SCAME_mean","SCAME_se","SCPUN_mean","SCPUN_se","SOLIDAGO_mean","SOLIDAGO_se","SYNOV_mean","SYNOV_se","TORAD_mean","TORAD_se","TYANG_mean","TYANG_se","TYLAT_mean","TYLAT_se","UNK_mean","UNK_se","Canopyo_Height_cm_mean","Canopyo_Height_cm_se","Thatch_cm_mean","Thatch_cm_se","Site_Specific_mean","Site_Specific_se","abiotic_cover_mean","abiotic_cover_se","live_cover_mean","live_cover_se","high_marsh_grams_mean","high_marsh_grams_se","algae_cover_mean","algae_cover_se","richness_mean","richness_se"
"25",2021,2015,6,"Parker River Estuary","Pine Island","Massachusetts","Runnel","Mesotidal","Pool","T2",9,1.306,0.055,25.4,7.5,6.3,2.7,5.6,5.6,0,0,0,0,6.7,6.7,0,0,4.4,3.1,0,0,31.7,8.9,16.4,9.9,3.3,3.3,0,0,1.1,0.7,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4,9.4,NA,NA,NA,NA,42.8,7.5,57.2,7.5,19.8,10,11.1,6.8,1.9,0.3
"26",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","No Action","Microtidal","Panne","T1",6,0.811,0.004,36.5,10.5,2.3,1.6,18.3,12.7,0,0,0,0,0,0,0,0,0,0,0,0,15.3,5.1,25,10,20.8,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7.9,NA,NA,NA,NA,38.8,9.9,61.2,9.9,45.8,11.1,0,0,2.2,0.3
"27",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","No Action","Microtidal","Panne","T2",6,0.766,0.014,36.7,4.8,20.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,6,10.2,4.6,6.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,4.7,NA,NA,NA,NA,57.3,9.4,42.7,9.4,16.8,8.9,0,0,2,0.4
"28",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Reference","Microtidal","Panne","T1",4,0.821,0.033,19,12.4,2.8,1.3,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,3.2,2.4,50,8.8,25,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,6.5,NA,NA,NA,NA,21.8,11.7,78.2,11.7,75,11,0,0,2.5,0.3
"29",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Reference","Microtidal","Panne","T2",5,0.819,0.003,2.2,1.2,7.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,18.1,43.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,4.5,NA,NA,NA,NA,9.6,2.1,90.4,2.1,89.4,2.3,0,0,2.4,0.2
"30",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Runnel","Microtidal","Panne","T1",5,0.898,0.025,1.4,1.4,4.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.6,55.6,12.9,25.2,11.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,25.6,7.8,NA,NA,NA,NA,6,1.5,94,1.5,80.8,3.8,0,0,3.6,0.2
"31",2021,2016,5,"Narragansett Bay","Jacobs Point","Rhode Island","Runnel","Microtidal","Panne","T2",3,0.83,0.027,4.3,4.3,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,70.7,8.3,17.7,11.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,NA,NA,NA,NA,5.7,4.7,94.3,4.7,88.3,9.3,0,0,3,0.6
"32",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T1",8,1.498,0.013,0.5,0.3,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,22.1,3.4,59.4,3.5,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.9,NA,NA,NA,NA,6.7,1,93.3,1,83.4,2.8,0,0,3.9,0.4
"33",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T2",7,1.495,0.023,1.3,1.1,5.1,1,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,5.4,2.8,11.9,10.6,13.4,5.4,38.6,8.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,5.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,3.6,4.1,1.1,NA,NA,6.4,1,93.6,1,63.9,5.2,0,0,4.3,0.4
"34",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T3",10,1.492,0.012,0.8,0.5,5.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,10.7,4.5,12,3.1,48,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,3.3,3.5,0.7,NA,NA,6.1,0.7,93.9,0.7,70.7,2.8,0,0,4.2,0.2
"35",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T1",9,1.501,0.011,19.6,2.4,6,1.8,11.1,9.9,3.9,3.3,0,0,0,0,0,0,0,0,0,0,41.7,6,20.3,4.4,7.8,4.6,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7,3.7,4,1.3,NA,NA,29.5,3,70.5,3,28.1,6.6,0,0,2.7,0.3
"36",2021,2016,5,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T2",8,1.513,0.016,17.8,9.1,7.2,1.6,13.8,12.4,5.6,3.7,0,0,0,0,0,0,0,0,0,0,36.6,6.6,30.6,8.8,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.2,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,4.3,3.8,0.9,NA,NA,30.6,7.7,69.4,7.7,31.2,9,0,0,2.4,0.4
"37",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","No Action","Mesotidal","Panne","T1",9,1.49,0.028,23.7,4.5,6.6,1.4,28.9,13.1,0,0,0,0,0,0,2.2,1.7,0.8,0.6,0,0,39.4,8.8,20.9,9.9,4.2,2.4,0,0,1.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,11.6,NA,NA,NA,NA,33.2,5.7,66.8,5.7,25.1,11.5,3,1.7,2.3,0.3
"38",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","No Action","Mesotidal","Panne","T2",5,1.501,0.033,29.6,12.3,8.4,4.3,5,3.2,0,0,0,0,0,0,3,3,0,0,0,0,42,12,9,5.6,0,0,0,0,6,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,10.3,NA,NA,NA,NA,41,12.5,59,12.5,9,5.6,3,3,2,0.4
"39",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T1",9,1.507,0.005,0.2,0.2,8.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,2.9,68.9,9.6,4.7,4.4,8.9,6.1,0,0,0,0,0,0,0,0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,4.7,NA,NA,NA,NA,8.8,1.3,91.2,1.3,82.4,3.9,0,0,2.4,0.3
"40",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T2",8,1.495,0.009,0.9,0.6,7.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,13.4,28.9,8.3,23.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,2.7,NA,NA,NA,NA,8.5,1.4,91.5,1.4,88.2,1.8,0,0,2.6,0.4
"41",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T1",10,1.55,0.02,10.9,4.6,10.2,3.8,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,37.5,4.4,26,9.2,0,0,0,0,4.3,1.8,0,0,0,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,2.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.3,6.7,NA,NA,NA,NA,22.1,4.8,77.8,4.8,26,9.2,1,1,3,0.4
"42",2021,2017,4,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T2",7,1.497,0.032,15.3,5.3,6.4,2.7,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,39.3,7.2,15.4,10,0,0,0,0,9.4,5.1,0,0,0,0,0,0,10.7,6.8,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.4,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,6.3,NA,NA,NA,NA,22.4,5.1,77.6,5.1,15.4,10,0.7,0.7,3.1,0.5
"43",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","No Action","Microtidal","Pool","T1",3,0.133,0.028,73.3,19.6,3.3,1.7,66.7,33.3,0,0,0,0,0,0,0,0,6.7,6.7,0,0,5,2.9,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12.3,NA,NA,NA,NA,83.3,12,15,10.4,6.7,6.7,6.7,6.7,1.3,0.9
"44",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","No Action","Microtidal","Pool","T2",5,0.2,0.019,39,16.6,9,5.6,38,21.4,0,0,0,0,0,0,0,0,3,2,0,0,16,3.7,3,3,28,12.9,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2.3,NA,NA,NA,NA,51,15.7,49,15.7,31,14.9,3,2,2.6,0.6
"45",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Reference","Microtidal","Pool","T1",3,0.232,0.007,5,0,16.7,6,0,0,0,0,0,0,0,0,0,0,1.7,1.7,0,0,10,5,23.3,13.3,37.7,4.3,0,0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.5,NA,NA,NA,NA,23.3,6.7,76.7,6.7,61,9.7,1.7,1.7,3.7,0.7
"46",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Reference","Microtidal","Pool","T2",5,0.253,0.007,5,2.7,26,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,6,42.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,1.1,NA,NA,NA,NA,31,3.3,69,3.3,56.2,6.5,0,0,3.6,0.7
"47",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Runnel","Microtidal","Pool","T1",4,0.205,0.02,18.8,6.9,7.5,2.5,0,0,0,0,0,0,0,0,0,0,32.8,20,0,0,26,8.9,2.5,2.5,10.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,4.3,NA,NA,NA,NA,59,12.7,41,12.7,13.2,9.2,32.8,20,2.8,0.9
"48",2021,2017,4,"Salt Ponds Region","Weekapaug","Rhode Island","Runnel","Microtidal","Pool","T2",8,0.196,0.011,34.1,9.8,7.5,2.5,12.5,12.5,0,0,0,0,0,0,0,0,4.9,1.4,0,0,44.2,10.2,0,0,8.8,8.8,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,4.7,NA,NA,NA,NA,46.5,9,53.5,9,8.8,8.8,4.9,1.4,1.4,0.3
"49",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Reference","Microtidal","Panne","T1",4,0.975,0.005,5,2,10,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4.6,59,5,0.8,0.8,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.5,NA,NA,NA,NA,15,4.6,85,4.6,74,8.4,0,0,3.2,0.5
"50",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Reference","Microtidal","Panne","T2",5,1.032,0.019,11,5.6,17,8.3,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,1,1,3,3,6.8,4.7,43.6,5,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.7,0,0,0,0,0,0,0,0,0.2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,4.7,NA,NA,NA,NA,28.6,8,71.4,8,53.4,6.7,0,0,4.2,0.5
"51",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Runnel","Microtidal","Panne","T1",5,1.011,0.012,1.4,1,27.6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10.4,24,5.6,10,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,17.8,NA,NA,NA,NA,29,7,71,7,49,11.6,0,0,3.6,0.2
"52",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Runnel","Microtidal","Panne","T2",4,1.028,0.023,0,0,15,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8,5.1,11.2,3.8,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10.5,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,39,7.3,NA,NA,NA,NA,15,2.9,85,2.9,73,8.4,0,0,2.8,0.5
