"","Season","Year_0","Time_Since_Restoration","Salt_Marsh","Site","State","Overall_Treatment","Marsh_Condition","Tidal_Regime","Plot_count","Elevation_mean","Elevation_se","MUD_mean","MUD_se","DEAD_mean","DEAD_se","WATER_mean","WATER_se","WRACK_mean","WRACK_se","DITCH_FILL_mean","DITCH_FILL_se","ALGAL_MAT_mean","ALGAL_MAT_se","GREEN_ALG_mean","GREEN_ALG_se","VAUCH_mean","VAUCH_se","ASCO_mean","ASCO_se","SPALT_mean","SPALT_se","SPPAT_mean","SPPAT_se","DISPI_mean","DISPI_se","JUGER_mean","JUGER_se","SADEP_mean","SADEP_se","AGMAR_mean","AGMAR_se","AMCAN_mean","AMCAN_se","ARANS_mean","ARANS_se","ATPAT_mean","ATPAT_se","BAHAL_mean","BAHAL_se","BOMAR_mean","BOMAR_se","BOROB_mean","BOROB_se","CHRUB_mean","CHRUB_se","ELROS_mean","ELROS_se","FERUB_mean","FERUB_se","IVFRU_mean","IVFRU_se","JUBAL_mean","JUBAL_se","LYNAS_mean","LYNAS_se","LYMAR_mean","LYMAR_se","MYPEN_mean","MYPEN_se","PAVIR_mean","PAVIR_se","PHAUS_mean","PHAUS_se","PLMAR_mean","PLMAR_se","PLODO_mean","PLODO_se","PORAM_mean","PORAM_se","PUMAR_mean","PUMAR_se","RUMAR_mean","RUMAR_se","SABIG_mean","SABIG_se","SOSEM_mean","SOSEM_se","SPCAE_mean","SPCAE_se","SPPEC_mean","SPPEC_se","SPMAR_mean","SPMAR_se","SULIN_mean","SULIN_se","SUMAR_mean","SUMAR_se","SYSUB_mean","SYSUB_se","SYTEN_mean","SYTEN_se","TECAN_mean","TECAN_se","TRMAR_mean","TRMAR_se","AGSTO_mean","AGSTO_se","AMCANA_mean","AMCANA_se","ASTER_mean","ASTER_se","CASEP_mean","CASEP_se","CAHOR_mean","CAHOR_se","CUSCUTA_mean","CUSCUTA_se","DICLA_mean","DICLA_se","ELPAL_mean","ELPAL_se","ELREP_mean","ELREP_se","ELVIR_mean","ELVIR_se","EUGRA_mean","EUGRA_se","HIODO_mean","HIODO_se","JUVIR_mean","JUVIR_se","LACTUCA_mean","LACTUCA_se","LYSAL_mean","LYSAL_se","MEAQU_mean","MEAQU_se","PACLA_mean","PACLA_se","PAQUI_mean","PAQUI_se","SACAN_mean","SACAN_se","SCAME_mean","SCAME_se","SCPUN_mean","SCPUN_se","SOLIDAGO_mean","SOLIDAGO_se","SYNOV_mean","SYNOV_se","TORAD_mean","TORAD_se","TYANG_mean","TYANG_se","TYLAT_mean","TYLAT_se","UNK_mean","UNK_se","Canopyo_Height_cm_mean","Canopyo_Height_cm_se","Thatch_cm_mean","Thatch_cm_se","Site_Specific_mean","Site_Specific_se","abiotic_cover_mean","abiotic_cover_se","live_cover_mean","live_cover_se","high_marsh_grams_mean","high_marsh_grams_se","algae_cover_mean","algae_cover_se","richness_mean","richness_se"
"25",2021,2017,4,"Taunton River","Broad Cove","Rhode Island","Runnel","Panne","Microtidal",9,1.018,0.012,0.8,0.6,22,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,10.2,18.3,4,5.6,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.6,0.6,11.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,4.4,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,46.6,10.1,NA,NA,NA,NA,22.8,4.6,77.2,4.6,59.7,8.2,0,0,3.2,0.3
"26",2021,2018,3,"Salt Ponds Region","Potters Pond","Rhode Island","No Action","Pool","Microtidal",3,0.122,0.025,16,4,12.3,7.2,0,0,0,0,0,0,24.3,24.3,0,0,1.7,1.7,0,0,24,9.5,3.3,3.3,18.3,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0.7,NA,NA,NA,NA,54.3,21.2,45.7,21.2,21.7,16.9,26,23.5,1.7,0.3
"27",2021,2018,3,"Salt Ponds Region","Potters Pond","Rhode Island","Reference","Pool","Microtidal",9,0.246,0.01,5.4,1.8,12.2,3.8,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,24,5.7,46.1,6.7,2.8,2.8,8.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,1.7,NA,NA,NA,NA,17.7,4.9,82.3,4.9,57.8,8.8,0,0,2.3,0.2
"28",2021,2018,3,"Salt Ponds Region","Potters Pond","Rhode Island","Runnel","Pool","Microtidal",19,0.174,0.013,35.3,7.4,12.3,2.9,5.3,5.3,0,0,0,0,0,0,0,0,4.6,1.2,0,0,31.4,5.7,7.4,3.8,4.5,4.5,0.5,0.5,3.9,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,2.1,NA,NA,NA,NA,52.2,6.4,47.8,6.4,12.4,5.9,4.6,1.2,1.4,0.2
"29",2021,2019,2,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Panne","Mesotidal",11,1.522,0.012,15.2,2.3,9.5,2.5,1.8,1.8,1.8,1.8,0,0,0,0,0,0,0,0,0,0,63.5,5.4,9.1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,1.8,NA,NA,NA,NA,26.5,2.9,73.5,2.9,9.1,4.5,0,0,1.8,0.3
"30",2022,2015,7,"Narrow River Estuary","Canonchet","Rhode Island","No Action","Panne","Microtidal",9,0.416,0.019,47,16.1,7.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,12.1,13.1,9.1,5.4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,3.7,2.6,0.6,NA,NA,54.2,14.7,45.8,14.7,18.6,12.4,0,0,0.9,0.4
"31",2022,2015,7,"Narrow River Estuary","Canonchet","Rhode Island","Reference","Panne","Microtidal",9,0.453,0.018,0,0,14.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,5.1,36.3,8.3,17.9,4.3,11.7,7,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,0.7,0.4,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,1.7,5.8,0.8,NA,NA,14.2,5.2,85.8,5.2,65.9,8.7,0,0,3.9,0.4
"32",2022,2015,7,"Narrow River Estuary","Canonchet","Rhode Island","Runnel","Panne","Microtidal",8,0.428,0.008,17.5,8.4,12,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,10.2,21.8,8.2,9,5.7,0,0,0,0,2.6,2.5,0,0,0,0,5.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,1.6,2.6,0.9,NA,NA,29.5,7.7,70.5,7.7,30.8,12.6,0,0,2.8,0.5
"33",2022,2016,6,"Narrow River Estuary","Middlebridge","Rhode Island","No Action","Pool","Microtidal",10,0.454,0.014,59.2,13.9,5.8,2.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25.1,10.7,5.3,4,1.3,1,0,0,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,3.5,1.2,0.5,NA,NA,66,11.9,34,11.9,6.6,5,0,0,1.1,0.4
"34",2022,2016,6,"Narrow River Estuary","Middlebridge","Rhode Island","Reference","Pool","Microtidal",7,0.427,0.008,3.9,1.3,20,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,6,46.1,9,10.4,6.1,0,0,1.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,2.3,5,0.8,NA,NA,23.9,5.6,76.1,5.6,56.6,11,0,0,2.6,0.3
"35",2022,2016,6,"Narrow River Estuary","Middlebridge","Rhode Island","Runnel","Pool","Microtidal",9,0.308,0.012,17.4,5.6,5.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,10.2,17.3,9.3,10.8,8.6,0,0,1.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,1.7,1.9,0.8,NA,NA,22.9,6.5,77.1,6.5,28.1,12.6,0,0,2.1,0.4
"36",2022,2016,6,"Narrow River Estuary","Narrow River","Rhode Island","No Action","Pool","Microtidal",9,0.508,0.01,36.7,12.9,8.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,10.8,26.7,14,0,0,0,0,1.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,2.3,4.2,1.2,NA,NA,45.4,11.7,54.6,11.7,26.7,14,0,0,1.2,0.2
"37",2022,2016,6,"Narrow River Estuary","Narrow River","Rhode Island","Reference","Pool","Microtidal",9,0.442,0.013,2.6,0.9,10.6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,13.5,44.2,15.3,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,4,0.8,NA,NA,13.1,3.2,86.9,3.2,44.2,15.3,0,0,1.4,0.2
"38",2022,2016,6,"Narrow River Estuary","Narrow River","Rhode Island","Runnel","Pool","Microtidal",9,0.467,0.006,7.9,2.3,20.9,4.6,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,38.4,10.4,27.7,11.8,1.3,0.9,0,0,0.3,0.2,2.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.1,3.4,0.7,NA,NA,28.9,4.1,71.1,4.1,29,12.1,0,0,2.3,0.6
"39",2022,2018,4,"Narragansett Bay","Sapowet","Rhode Island","Reference","Pool","Microtidal",8,0.615,0.009,6,2.3,10.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,12.9,7.6,52.6,5.2,12.4,6.2,1.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8,1.6,3,0.8,NA,NA,16.5,3.8,83.5,3.8,77.9,6.1,0,0,2.4,0.3
"40",2022,2018,4,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Pool","Microtidal",9,0.626,0.037,39.8,15.6,10.9,3.1,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,13.7,6.4,0,0,28.4,10,3.4,2.4,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.3,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,4.8,2.8,0.5,NA,NA,51,12.6,49,12.6,31.9,11.3,0,0,1.9,0.5
"41",2022,2020,2,"Parker River Estuary","Old Town Hill","Massachusetts","No Action","Panne","Mesotidal",11,1.349,0.03,36.7,11.2,12.9,5.1,40.9,14.7,0.9,0.9,0,0,0,0,2.4,1.6,0,0,0,0,31.1,8.7,7.6,3,2.3,2.3,0,0,0.1,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,4.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,6.6,6.4,1.6,NA,NA,52.9,9,47.1,9,9.9,4.7,2.4,1.6,2,0.4
"42",2022,2020,2,"Parker River Estuary","Old Town Hill","Massachusetts","Reference","Panne","Mesotidal",12,1.485,0.007,0.4,0.4,11.9,2.9,0,0,1.7,1.2,0,0,0,0,0,0,0,0,0,0,5,1.2,18.3,6,13.8,4.1,47.8,6.3,0,0,0,0,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,2.3,6.6,0.6,NA,NA,14,2.5,86,2.5,79.8,3.6,0,0,3.8,0.3
"43",2022,2020,2,"Parker River Estuary","Old Town Hill","Massachusetts","Runnel","Panne","Mesotidal",27,1.366,0.037,15.4,1.6,14.8,1.2,1.3,0.9,0,0,0,0,0,0,1.3,0.6,0,0,0,0,48.5,3.3,16,4,3.8,2,0,0,0.2,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,1,7.6,0.4,NA,NA,31.5,2.1,68.5,2.1,19.8,5,1.3,0.6,2,0.2
"44",2022,2022,0,"Great Marsh","Essex","Massachusetts","No Action","Pool","Mesotidal",12,1.471,0.022,14.9,7.1,17.5,1.9,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,20.2,7.5,40.2,9.8,2.1,2.1,1.1,0.4,0,0,1.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,2.1,3,0.7,NA,NA,32.4,7.6,67.6,7.6,43.4,10.3,0,0,2.6,0.5
"45",2022,2022,0,"Great Marsh","Essex","Massachusetts","Reference","Pool","Mesotidal",9,1.407,0.02,1.7,0.4,11,1.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1.8,1.7,69.9,6.2,15,6.7,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,1.2,4.6,0.7,NA,NA,12.9,1.2,87.1,1.2,85.3,2.2,0,0,2.2,0.4
"46",2022,2022,0,"Great Marsh","Essex","Massachusetts","Runnel","Pool","Mesotidal",14,1.413,0.044,27.2,8.6,12.5,3,7.1,7.1,0,0,0,0,0,0,0,0,0.5,0.4,0,0,43.1,8,9.3,5.4,5.6,4.4,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,3.8,2.4,1,NA,NA,40.2,7.6,59.8,7.6,16.3,8.3,0.5,0.4,2.1,0.3
"47",2022,2022,0,"Great Marsh","Ipswich","Massachusetts","No Action","Panne","Mesotidal",12,1.257,0.043,33.7,10.2,18.8,4.2,22.5,11.3,0.4,0.4,0,0,0,0,0.4,0.4,0.8,0.6,0,0,26.2,5,18.9,6.9,0,0,0,0,0.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,2.5,1.5,0.5,NA,NA,54.2,7.5,45.8,7.5,18.9,6.9,1.2,0.7,1.8,0.3
"48",2022,2022,0,"Great Marsh","Ipswich","Massachusetts","Reference","Panne","Mesotidal",10,1.203,0.015,1.4,0.4,13.5,1.5,0,0,2.3,2,0,0,0,0,0,0,0.7,0.4,0,0,18.2,6.4,49.6,7.1,13.2,3.9,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.7,5.2,0.5,NA,NA,17.9,2.4,82.1,2.4,62.8,7.3,0.7,0.4,3.6,0.3
"49",2022,2022,0,"Great Marsh","Ipswich","Massachusetts","Runnel","Panne","Mesotidal",12,1.327,0.036,46,10.6,4.2,1.6,28.3,12.9,0,0,0,0,0,0,3.6,2.5,6.8,4.4,0,0,27.1,7.9,8.3,5.2,0.7,0.7,0,0,3.3,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,2.6,0.2,0.2,NA,NA,60.6,10.4,39.4,10.4,9,5.8,10.4,4.8,1.6,0.4
"50",2022,2022,0,"Narragansett Bay","Sapowet","Rhode Island","No Action","Pool","Microtidal",10,0.666,0.021,31.9,11,11.3,3.4,8,8,1.5,1.5,0,0,0,0,7,7,0,0,0,0,28.3,8.4,14.3,7.7,5.5,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,3.4,4.9,1,NA,NA,51.7,10.8,48.3,10.8,19.8,11.2,7,7,1.6,0.3
"51",2022,2022,0,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Pool","Microtidal",9,0.668,0.026,21.9,9.1,11.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,12,0,0,20.6,10.5,0,0,4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,3.3,2,1,NA,NA,33.7,7.5,66.3,7.5,20.6,10.5,0,0,2,0.2
"52",2022,2022,0,"Parker River Estuary","Kents Island","Massachusetts","No Action","Panne","Mesotidal",15,1.42,0.007,34.5,9.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,5.2,8.5,5.2,1.3,1,0,0,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,1.4,NA,NA,NA,NA,58.5,5.9,41.5,5.9,9.9,5.8,0,0,1.7,0.3
