"","Date","Season","Year_0","Time_Since_Restoration","State","Salt_Marsh","Site","Sub_Site","Site_Treatment","Overall_Treatment","Tidal_Regime","Marsh_Condition","Marsh_Condition_plot","Transect","Distance_m","Habitat","Impacted","Elevation","Transect_ID","Plot_ID","Local_Tideshed_ID","Study_Tideshed_ID","Plot_Notes","TOTAL","MUD","DEAD","WATER","WRACK","DITCH_FILL","ALGAL_MAT","GREEN_ALG","VAUCH","ASCO","SPALT","SPPAT","DISPI","JUGER","SADEP","AGMAR","AMCAN","ARANS","ATPAT","BAHAL","BOMAR","BOROB","CHRUB","ELROS","FERUB","IVFRU","JUBAL","LYNAS","LYMAR","MYPEN","PAVIR","PHAUS","PLMAR","PLODO","PORAM","PUMAR","RUMAR","SABIG","SOSEM","SPCAE","SPPEC","SPMAR","SULIN","SUMAR","SYSUB","SYTEN","TECAN","TRMAR","AGSTO","AMCANA","ASTER","CASEP","CAHOR","CUSCUTA","DICLA","ELPAL","ELREP","ELVIR","EUGRA","HIODO","JUVIR","LACTUCA","LYSAL","MEAQU","PACLA","PAQUI","SACAN","SCAME","SCPUN","SOLIDAGO","SYNOV","TORAD","TYANG","TYLAT","UNK","Canopyo_Height_cm","Thatch_cm","Site_Specific","abiotic_cover","live_cover","high_marsh_grams","algae_cover","richness"
"450","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T1",24,"Panne","Yes",NA,"Canonchet Reference 1","Canonchet__2024_Reference_24","Canonchet_1",82,"",100,1,20,0,0,0,0,0,0,0,43,30,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,"Canonchet",21,79,34,0,4
"451","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T1",32,"Panne","Yes",NA,"Canonchet Reference 1","Canonchet__2024_Reference_32","Canonchet_1",82,"",100,3,40,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,"Canonchet",43,57,3,0,2
"452","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T1",40,"HM","Yes",NA,"Canonchet Reference 1","Canonchet__2024_Reference_40","Canonchet_1",82,"",100,0,2,0,0,0,0,0,0,0,0,0,15,60,0,2,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,"Canonchet",2,98,75,0,6
"453","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T2",10,"HM","Yes",NA,"Canonchet Reference 2","Canonchet__2024_Reference_10","Canonchet_1",82,"",100,0,21,0,0,0,0,0,0,0,6,45,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,"Canonchet",21,79,60,0,5
"454","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T2",20,"Panne","Yes",NA,"Canonchet Reference 2","Canonchet__2024_Reference_20","Canonchet_1",82,"",100,8,20,0,0,0,0,0,0,0,25,36,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,"Canonchet",28,72,43,0,4
"455","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T2",30,"Panne","Yes",NA,"Canonchet Reference 2","Canonchet__2024_Reference_30","Canonchet_1",82,"",100,2,18,0,0,0,0,0,0,0,25,45,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,"Canonchet",20,80,53,0,4
"456","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T2",40,"Panne","Yes",NA,"Canonchet Reference 2","Canonchet__2024_Reference_40","Canonchet_1",82,"",100,8,15,0,0,0,0,0,0,0,20,35,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,"Canonchet",23,77,45,0,4
"457","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","Reference","Reference","Microtidal","Panne","","T2",50,"HM","Yes",NA,"Canonchet Reference 2","Canonchet__2024_Reference_50","Canonchet_1",82,"DISTURBED",100,2,27,0,0,0,0,0,0,0,20,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,"Canonchet",29,71,50,0,3
"458","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T1",0,"HM","Yes",NA,"Canonchet No Action 1","Canonchet__2024_No Action_0","Canonchet_2",83,"OLD POOL RIDGE",100,2,18,0,0,0,0,0,0,0,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,"Canonchet",20,80,65,0,2
"459","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T1",10,"Panne","Yes",NA,"Canonchet No Action 1","Canonchet__2024_No Action_10","Canonchet_2",83,"OLD POOL",100,30,20,0,0,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,"Canonchet",50,50,0,0,2
"460","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T1",20,"Pool","Yes",NA,"Canonchet No Action 1","Canonchet__2024_No Action_20","Canonchet_2",83,"",100,99,0,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"Canonchet",99,1,0,0,1
"461","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T1",30,"Pool","Yes",NA,"Canonchet No Action 1","Canonchet__2024_No Action_30","Canonchet_2",83,"",100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canonchet",100,0,0,0,0
"462","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T1",40,"HM","Yes",NA,"Canonchet No Action 1","Canonchet__2024_No Action_40","Canonchet_2",83,"OLD EMBANKMENT",100,0,7,0,0,0,0,0,0,0,3,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,"Canonchet",7,93,90,0,3
"463","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T2",10,"Panne","Yes",NA,"Canonchet No Action 2","Canonchet__2024_No Action_10","Canonchet_2",83,"",100,5,25,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,"Canonchet",30,70,0,0,1
"464","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T2",20,"Panne","Yes",NA,"Canonchet No Action 2","Canonchet__2024_No Action_20","Canonchet_2",83,"POOL EDGE",100,48,12,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,"Canonchet",60,40,0,0,1
"465","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T2",30,"Pool","Yes",NA,"Canonchet No Action 2","Canonchet__2024_No Action_30","Canonchet_2",83,"",100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canonchet",100,0,0,0,0
"466","7/16/2024",2024,2015,9,"Rhode Island","Narrow River Estuary","Canonchet","","No Action","No Action","Microtidal","Panne","","T2",40,"Pool","Yes",NA,"Canonchet No Action 2","Canonchet__2024_No Action_40","Canonchet_2",83,"",100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"Canonchet",100,0,0,0,0
"467","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T1",10,"HM","Yes",0.477,"Narrow River Runnel 1","Narrow River__2022_Runnel_10","Narrow River_3",112,"",100,0,2,0,1,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,"Narrow River",3,97,94,0,2
"468","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T1",20,"Panne","Yes",0.457,"Narrow River Runnel 1","Narrow River__2022_Runnel_20","Narrow River_3",112,"sparse thatch",100,7,28,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,"Narrow River",35,65,0,0,1
"469","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T1",30,"Panne","Yes",0.437,"Narrow River Runnel 1","Narrow River__2022_Runnel_30","Narrow River_3",112,"sparse thatch",100,5,20,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,"Narrow River",25,75,0,0,1
"470","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T1",40,"HM","Yes",0.452,"Narrow River Runnel 1","Narrow River__2022_Runnel_40","Narrow River_3",112,"runnel edge / Panne edge",100,17,13,0,0,0,0,0,0,0,8,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,"Narrow River",30,70,60,0,3
"471","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T1",45,"Panne","Yes",0.477,"Narrow River Runnel 1","Narrow River__2022_Runnel_45","Narrow River_3",112,"extremely sparce thatch",100,10,20,0,0,0,0,0,0,0,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,"Narrow River",30,70,5,0,2
"472","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T2",10,"Panne","Yes",0.482,"Narrow River Runnel 2","Narrow River__2022_Runnel_10","Narrow River_3",112,"sparse thatch",100,5,45,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,"Narrow River",50,50,0,0,1
"473","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T2",20,"Panne","Yes",0.472,"Narrow River Runnel 2","Narrow River__2022_Runnel_20","Narrow River_3",112,"sparse thatch",100,0,35,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,"Narrow River",35,65,0,0,1
"474","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T2",30,"HM","Yes",0.497,"Narrow River Runnel 2","Narrow River__2022_Runnel_30","Narrow River_3",112,"Panne edge w/ HM",100,7,20,0,0,0,0,0,0,0,3,60,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,"Narrow River",27,73,67,0,5
"475","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","Panne","T2",40,"Panne","Yes",0.452,"Narrow River Runnel 2","Narrow River__2022_Runnel_40","Narrow River_3",112,"",100,20,5,0,0,0,0,0,0,0,12,30,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,"Narrow River",25,75,35,0,5
"476","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T1",15,"HM","Yes",0.413,"Narrow River Reference 1","Narrow River__2022_Reference_15","Narrow River_4",111,"",100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,"Narrow River",0,100,100,0,1
"477","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T1",20,"Panne","Yes",0.423,"Narrow River Reference 1","Narrow River__2022_Reference_20","Narrow River_4",111,"sparse thatch",100,5,25,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,"Narrow River",30,70,0,0,1
"478","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T1",30,"HM","Yes",0.483,"Narrow River Reference 1","Narrow River__2022_Reference_30","Narrow River_4",111,"",100,0,1,0,0,0,0,0,0,0,3,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,"Narrow River",1,99,95,0,3
"479","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T1",40,"HM","Yes",0.488,"Narrow River Reference 1","Narrow River__2022_Reference_40","Narrow River_4",111,"HM w/ strange spot in middle",100,0,20,0,0,0,0,0,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,"Narrow River",20,80,75,0,2
"480","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T1",50,"HM","Yes",0.503,"Narrow River Reference 1","Narrow River__2022_Reference_50","Narrow River_4",111,"SW post",100,0,7,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,"Narrow River",7,93,93,0,1
"481","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T2",20,"Panne","Yes",0.408,"Narrow River Reference 2","Narrow River__2022_Reference_20","Narrow River_4",111,"",100,8,7,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,"Narrow River",15,85,0,0,1
"482","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T2",30,"Panne","Yes",0.423,"Narrow River Reference 2","Narrow River__2022_Reference_30","Narrow River_4",111,"",100,3,7,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,"Narrow River",10,90,0,0,1
"483","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T2",40,"Panne","Yes",0.423,"Narrow River Reference 2","Narrow River__2022_Reference_40","Narrow River_4",111,"sparse thatch",100,4,11,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,"Narrow River",15,85,0,0,1
"484","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","Reference","Reference","Microtidal","Pool","","T2",50,"TM","Yes",0.413,"Narrow River Reference 2","Narrow River__2022_Reference_50","Narrow River_4",111,"West post",100,3,17,0,0,0,0,0,0,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"Narrow River",20,80,35,0,2
"485","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T1",10,"HM","Yes",0.522,"Narrow River No Action 1","Narrow River__2022_No Action_10","Narrow River_8",107,"",100,25,18,0,0,0,0,0,0,0,0,50,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,"Narrow River",43,57,50,0,2
"486","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T1",20,"Panne","Yes",0.527,"Narrow River No Action 1","Narrow River__2022_No Action_20","Narrow River_8",107,"",100,13,20,0,0,0,0,0,0,0,65,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,"Narrow River",33,67,0,0,2
"487","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T1",30,"Panne","Yes",0.487,"Narrow River No Action 1","Narrow River__2022_No Action_30","Narrow River_8",107,"",100,83,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,NA,"Narrow River",85,15,0,0,1
"488","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T1",40,"Panne","Yes",0.482,"Narrow River No Action 1","Narrow River__2022_No Action_40","Narrow River_8",107,"",100,76,4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,"Narrow River",80,20,0,0,1
"489","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T2",10,"HM","Yes",0.507,"Narrow River No Action 2","Narrow River__2022_No Action_10","Narrow River_8",107,"",100,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,"Narrow River",0,100,98,0,2
"490","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T2",20,"HM","Yes",0.547,"Narrow River No Action 2","Narrow River__2022_No Action_20","Narrow River_8",107,"",100,0,8,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,"Narrow River",8,92,92,0,1
"491","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T2",30,"Panne","Yes",0.507,"Narrow River No Action 2","Narrow River__2022_No Action_30","Narrow River_8",107,"",100,20,17,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,"Narrow River",37,63,0,0,1
"492","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T2",40,"Panne","Yes",0.457,"Narrow River No Action 2","Narrow River__2022_No Action_40","Narrow River_8",107,"",100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Narrow River",100,0,0,0,0
"493","9-Aug-22",2022,2016,6,"Rhode Island","Narrow River Estuary","Narrow River","","No Action","No Action","Microtidal","Pool","","T2",50,"Panne","Yes",0.537,"Narrow River No Action 2","Narrow River__2022_No Action_50","Narrow River_8",107,"West post",100,13,10,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,"Narrow River",23,77,0,0,1
"494","7/17/2024",2024,2016,8,"Rhode Island","Narrow River Estuary","Narrow River","","Runnel","Runnel","Microtidal","Pool","","T1",10,"HM","Yes",NA,"Narrow River Runnel 1","Narrow River__2024_Runnel_10","Narrow River_3",112,"",100,0,15,0,0,0,0,0,0,0,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"Narrow River",15,85,70,0,2
