"","Year","Year_0","Time_Since_Restoration","Salt_Marsh","Site","State","Overall_Treatment","Tidal_Regime","Marsh_Condition","Transect","Plot_count","Elevation_mean","Elevation_se","abiotic_cover_mean","abiotic_cover_se","live_cover_mean","live_cover_se","SPALT_mean","SPALT_se","high_marsh_grams_mean","high_marsh_grams_se","algae_cover_mean","algae_cover_se","richness_mean","richness_se","Canopy_Height_cm_mean","Canopy_Height_cm_se"
"122",2024,2011,13,"Ogunquit Marsh","Moody Marsh","Maine","Runnel","Mesotidal","Pool","T2",9,NA,NA,51.1,11,48.9,11,15.4,5.4,27.1,11.2,13.3,7.3,2.7,0.7,25.2,5.6
"123",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","No Action","Microtidal","Pool","T1",4,NA,NA,28.5,3,71.5,3,45,7.9,12.8,10.8,0,0,2.8,0.2,37.2,4.9
"124",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","No Action","Microtidal","Pool","T2",4,NA,NA,35.5,14.4,64.5,14.4,26.2,3.1,36.2,12.5,7.5,7.5,3,0.4,30,2.9
"125",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","Reference","Microtidal","Pool","T1",4,NA,NA,31.2,7.2,68.8,7.2,7.2,3.2,59.2,6.5,0,0,4.5,0.9,23.8,3
"126",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","Reference","Microtidal","Pool","T2",5,NA,NA,31.8,3.1,68.2,3.1,16,11,50,9.1,0,0,3,0.3,22,2.8
"127",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","Runnel","Microtidal","Pool","T1",4,NA,NA,58.2,16.9,41.8,16.9,16,4,22.2,14.1,2.5,1.4,2.5,1.2,19.2,4.8
"128",2024,2013,11,"Salt Ponds Region","Winnapaug","Rhode Island","Runnel","Microtidal","Pool","T2",6,NA,NA,45.2,9.1,54.8,9.1,24,8.1,20.3,10.3,10,10,2.3,0.4,26.8,2.9
"129",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","No Action","Microtidal","Panne","T1",7,NA,NA,43.1,8.3,56.9,8.3,42.6,6.7,14.3,9.9,0.7,0.7,1.6,0.3,21.7,3.6
"130",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","No Action","Microtidal","Panne","T2",6,NA,NA,49.3,12.9,50.7,12.9,15,6.6,35.7,14.3,0,0,2.3,0.3,29.2,4.1
"131",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","Reference","Microtidal","Panne","T1",5,NA,NA,7,1.2,93,1.2,6,4,87,4.1,0,0,1.8,0.4,42.8,3.8
"132",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","Reference","Microtidal","Panne","T2",5,NA,NA,7.8,2.1,92.2,2.1,22.6,12.5,69.6,14.5,0,0,2.4,0.2,50.4,5.1
"133",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T1",4,NA,NA,32.5,4,67.5,4,32.8,7,32.5,9.4,0,0,3.2,0.2,29.5,1.3
"134",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T2",5,NA,NA,15.6,3.8,84.4,3.8,8,8,76.2,10.8,0,0,2.8,0.2,33.8,1.3
"135",2024,2014,10,"Narragansett Bay","Round Marsh","Rhode Island","Runnel","Microtidal","Panne","T3",6,NA,NA,22.7,4.1,77.3,4.1,50.8,13.6,26.3,15.1,0,0,2.2,0.4,36.2,4
"136",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","No Action","Microtidal","Panne","T1",5,NA,NA,55.2,19.4,44.8,19.4,13.6,9.2,31,19.4,0,0,1.6,0.5,19.6,7.3
"137",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","No Action","Microtidal","Panne","T2",4,NA,NA,72.5,17,27.5,17,27.5,17,0,0,0,0,0.5,0.3,16.7,8
"138",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","Reference","Microtidal","Panne","T1",4,NA,NA,21.5,8.4,78.5,8.4,25.5,13.5,44.2,16.3,0,0,4,0.8,32.5,3.6
"139",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","Reference","Microtidal","Panne","T2",5,NA,NA,24.2,1.8,75.8,1.8,19.2,3.5,50.2,3,0,0,4,0.3,31,0.8
"140",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","Runnel","Microtidal","Panne","T1",4,NA,NA,28.5,2.2,71.5,2.2,65.8,2.2,5.8,4.2,0,0,1.8,0.5,26.2,2.5
"141",2024,2015,9,"Narrow River Estuary","Canonchet","Rhode Island","Runnel","Microtidal","Panne","T2",4,NA,NA,17,2.2,83,2.2,12.5,6.6,57.8,10.7,0,0,3.5,0.6,27.5,3.9
"142",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","No Action","Mesotidal","Pool","T1",6,NA,NA,42,11.9,58,11.9,53.7,10.9,1,0.8,13.3,13.3,2,0.4,26,5.6
"143",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","No Action","Mesotidal","Pool","T2",6,NA,NA,23,15.5,77,15.5,0,0,70.8,14.4,0,0,2.7,0.6,19.2,4.2
"144",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","Reference","Mesotidal","Pool","T1",11,NA,NA,10.2,2.4,89.8,2.4,6.6,6.5,81.8,8.4,0,0,2.3,0.2,18.5,1.4
"145",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","Reference","Mesotidal","Pool","T2",13,NA,NA,8,1.1,92,1.1,0.4,0.3,90,1.4,0,0,2.9,0.4,21.8,1.9
"146",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","Runnel","Mesotidal","Pool","T1",9,NA,NA,29.4,5.8,70.6,5.8,38.4,8.9,30.8,13.8,2.2,2.2,2.6,0.5,53.7,9.5
"147",2024,2015,9,"Parker River Estuary","Pine Island","Massachusetts","Runnel","Mesotidal","Pool","T2",9,NA,NA,30.4,2,69.6,2,41.8,10.1,21.2,9.1,0.3,0.3,2.3,0.4,45.2,8.8
"148",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","No Action","Microtidal","Panne","T1",6,NA,NA,33.3,7.7,66.7,7.7,32.5,8.1,34.2,14.9,0,0,2,0.4,47.8,4.5
"149",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","No Action","Microtidal","Panne","T2",6,NA,NA,33.3,8,66.7,8,53.7,6.5,12.5,6.3,0,0,2,0.4,34.7,5.1
"150",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","Reference","Microtidal","Panne","T1",4,NA,NA,41.8,8.2,58.2,8.2,1.2,1.2,56.8,9,0,0,2.5,0.3,26,3.9
"151",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","Reference","Microtidal","Panne","T2",5,NA,NA,11.4,2.1,88.6,2.1,0,0,87.2,2.2,0,0,3.2,0.4,28,2.6
"152",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","Runnel","Microtidal","Panne","T1",5,NA,NA,23.8,2.8,76.2,2.8,5.6,3.9,61.4,6.6,0,0,2.8,0.5,54,14.3
"153",2024,2016,8,"Narragansett Bay","Jacobs Point","Rhode Island","Runnel","Microtidal","Panne","T2",3,NA,NA,27.7,11.1,72.3,11.1,5,5,67,11.8,0,0,2.3,0.7,25.3,6
"154",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","No Action","Microtidal","Pool","T1",5,NA,NA,85.4,14.6,14.6,14.6,3.4,3.4,11,11,0,0,0.6,0.6,6.8,6.8
"155",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","No Action","Microtidal","Pool","T2",5,NA,NA,46,14,54,14,46.2,13.7,3.4,3.4,0,0,2,0.6,22,5.5
"156",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","Reference","Microtidal","Pool","T1",3,NA,NA,12.3,1.9,87.7,1.9,9,4.6,75,7.1,0,0,3.3,0.3,30.3,4.7
"157",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","Reference","Microtidal","Pool","T2",4,NA,NA,17,5.6,83,5.6,18.8,9.7,64,15.1,0,0,2.5,0.3,26,1.4
"158",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","Runnel","Microtidal","Pool","T1",5,NA,NA,39.8,15.7,60.2,15.7,16,10.4,44.2,19,0,0,1.4,0.2,23,5.1
"159",2024,2016,8,"Narrow River Estuary","Middlebridge","Rhode Island","Runnel","Microtidal","Pool","T2",4,NA,NA,46.5,14.2,53.5,14.2,43,10.6,10.5,10.5,0,0,1.2,0.2,18.8,1.8
"160",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","No Action","Microtidal","Pool","T1",4,NA,NA,63.8,12,36.2,12,26.5,14.5,7.2,7.2,0,0,1.5,0.3,20.5,4.2
"161",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","No Action","Microtidal","Pool","T2",5,NA,NA,54,15.9,46,15.9,17,13.6,29,17.8,0,0,0.8,0.2,16.8,4.6
"162",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","Reference","Microtidal","Pool","T1",5,NA,NA,39,5.4,61,5.4,12.8,7.6,47.6,12.4,0,0,2.4,0.2,21.2,1.5
"163",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","Reference","Microtidal","Pool","T2",4,NA,NA,45.2,7.1,54.8,7.1,39,9.2,15.8,15.8,0,0,1.2,0.2,26,4.2
"164",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","Runnel","Microtidal","Pool","T1",5,NA,NA,27,5.3,73,5.3,40,12.3,32,16.8,0,0,2.4,0.5,27.2,2.7
"165",2024,2016,8,"Narrow River Estuary","Narrow River","Rhode Island","Runnel","Microtidal","Pool","T2",4,NA,NA,30,12.5,70,12.5,27,12.4,33.8,20.4,0,0,3.5,1.2,25,5.9
"166",2024,2016,8,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T1",8,NA,NA,8.4,3.7,91.6,3.7,0,0,74.1,3.7,0,0,3.9,0.3,17.9,1.8
"167",2024,2016,8,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T2",7,NA,NA,7,1.2,93,1.2,4.6,2.9,58.9,5.8,0,0,3.7,0.3,19.3,3.9
"168",2024,2016,8,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T3",10,NA,NA,4.3,1,95.7,1,0.9,0.4,68.7,2.1,0,0,4.2,0.4,15.3,1.4
"169",2024,2016,8,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T1",9,NA,NA,24.2,3,75.8,3,30.2,6.7,45,8.2,0,0,2.8,0.4,46,3.5
"170",2024,2016,8,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T2",8,NA,NA,27.9,9.2,72.1,9.2,19.6,7,51.6,12.1,0.4,0.4,2.6,0.5,38.1,3.4
"171",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","No Action","Mesotidal","Panne","T1",9,NA,NA,37.3,9.2,62.7,9.2,36.3,9.8,21,10.8,6.1,5.5,2.7,0.2,32.3,4.6
"172",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","No Action","Mesotidal","Panne","T2",5,NA,NA,47.6,15.2,52.4,15.2,50.6,14.8,0.4,0.4,10,10,1.6,0.4,31.2,9.4
"173",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T1",9,NA,NA,17.6,2.8,82.4,2.8,11.6,7.5,69.6,8.7,0,0,2.6,0.4,22.8,4.1
"174",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","Reference","Mesotidal","Panne","T2",8,NA,NA,16.8,3.9,83.2,3.9,0,0,79.6,4.8,0,0,2.9,0.4,22.4,2.7
"175",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T1",10,NA,NA,27.1,2,72.9,2,24.8,6.4,38.9,7.1,0,0,5.1,0.8,46.2,3.1
"176",2024,2017,7,"Parker River Estuary","Plum Island - DPR","Massachusetts","Runnel","Mesotidal","Panne","T2",7,NA,NA,31.9,3,68.1,3,39.6,6.2,22.4,8.3,0,0,4.6,0.6,51.1,3.5
"177",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","No Action","Microtidal","Pool","T1",3,NA,NA,75,14.4,25,14.4,13.3,6.7,1.7,1.7,45,27.5,1.7,0.9,23.3,14.5
"178",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","No Action","Microtidal","Pool","T2",5,NA,NA,50.6,13.7,49.4,13.7,18.8,7,29.2,15.2,0.6,0.6,2.4,0.4,29.2,3.8
"179",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","Reference","Microtidal","Pool","T1",3,NA,NA,23.7,2.2,76.3,2.2,13.3,7.3,57.7,8.2,0,0,5.3,0.3,29.3,2.7
"180",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","Reference","Microtidal","Pool","T2",5,NA,NA,28.2,7,71.8,7,8.8,4.6,57,8.2,2.6,1.9,3.8,0.7,24,2.3
"181",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","Runnel","Microtidal","Pool","T1",4,NA,NA,43,8.6,57,8.6,35,6.1,19.2,10.7,3.8,2.2,2.8,0.8,23.2,3
"182",2024,2017,7,"Salt Ponds Region","Weekapaug","Rhode Island","Runnel","Microtidal","Pool","T2",8,NA,NA,54.5,9.8,45.5,9.8,37,10,7.5,7.5,29.1,12.4,1.4,0.3,33.1,7.8
"183",2024,2017,7,"Taunton River","Broad Cove","Rhode Island","Reference","Microtidal","Panne","T1",4,NA,NA,3.5,1.2,96.5,1.2,0,0,85.2,8.5,0,0,3.8,0.2,26.8,3.4
"184",2024,2017,7,"Taunton River","Broad Cove","Rhode Island","Reference","Microtidal","Panne","T2",5,NA,NA,5.8,2,94.2,2,2,2,72.2,8.9,0,0,3.6,0.2,48,17.7
"185",2024,2017,7,"Taunton River","Broad Cove","Rhode Island","Runnel","Microtidal","Panne","T1",5,NA,NA,7.8,2.1,92.2,2.1,0,0,54.6,9.4,0,0,4.4,0.4,69,25.6
"186",2024,2017,7,"Taunton River","Broad Cove","Rhode Island","Runnel","Microtidal","Panne","T2",4,NA,NA,13.5,4.2,86.5,4.2,0,0,73,11.4,0,0,3.2,0.6,43.8,9.5
"187",2024,2018,6,"Narragansett Bay","Sapowet","Rhode Island","Reference","Microtidal","Pool","T1",4,NA,NA,23,9.1,77,9.1,0.5,0.5,75,8.9,0,0,3,0.4,30.2,2
"188",2024,2018,6,"Narragansett Bay","Sapowet","Rhode Island","Reference","Microtidal","Pool","T2",4,NA,NA,15.8,4,84.2,4,10,10,73.8,12.8,0,0,2.2,0.6,33,5.1
"189",2024,2018,6,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Microtidal","Pool","T1",3,NA,NA,33.3,2,66.7,2,23.3,18.4,41.3,16.2,0,0,2.7,0.3,37.3,1.2
"190",2024,2018,6,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Microtidal","Pool","T2",6,NA,NA,31.7,2.9,68.3,2.9,53.2,5.9,11.7,8.3,0,0,2.7,0.2,36.7,3.3
"191",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","No Action","Microtidal","Pool","T1",3,NA,NA,61.7,19.2,38.3,19.2,21.7,10.9,15,8.7,1.7,1.7,1.7,0.9,18.7,9.4
"192",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","Reference","Microtidal","Pool","T1",6,NA,NA,19.7,3.1,80.3,3.1,36.7,10.8,43.5,13.7,0,0,2.2,0.2,26.5,2.2
"193",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","Reference","Microtidal","Pool","T2",3,NA,NA,26.7,10,73.3,10,17.7,7.3,43.3,20.3,0,0,4,0.6,46.7,8.4
"194",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","Runnel","Microtidal","Pool","T1",8,NA,NA,29.2,4.4,70.8,4.4,47.5,5.7,19,8,0.9,0.6,2.6,0.3,NA,NA
"195",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","Runnel","Microtidal","Pool","T2",5,NA,NA,55.6,18.5,44.4,18.5,39,16.5,0.4,0.4,0.8,0.6,1.4,0.6,17.6,7.4
"196",2024,2018,6,"Salt Ponds Region","Potters Pond","Rhode Island","Runnel","Microtidal","Pool","T3",6,NA,NA,61.7,17.3,38.3,17.3,10.5,6.7,20.5,13.1,2.5,1.7,1.5,0.7,14,6.3
"197",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","No Action","Mesotidal","Panne","T1",5,NA,NA,44.8,9.4,55.2,9.4,36.4,15.2,5.2,5.2,0,0,1.8,0.4,37.8,6.8
"198",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","No Action","Mesotidal","Panne","T2",6,NA,NA,47.7,7.8,52.3,7.8,26.5,9.9,10.5,7.5,0,0,1.8,0.7,62.5,19.2
"199",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Reference","Mesotidal","Panne","T1",6,NA,NA,12,3.8,88,3.8,3.5,1.3,81.3,5.6,0,0,3.7,0.6,32,1.5
"200",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Reference","Mesotidal","Panne","T2",6,NA,NA,8.2,1.6,91.8,1.6,1.7,1.2,87.3,2.7,0,0,3.8,0.5,32,3.1
"201",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Runnel","Mesotidal","Panne","T1",8,NA,NA,24.9,3.6,75.1,3.6,45.9,8.4,25.1,11.6,0,0,2.6,0.4,32.8,1.6
"202",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Runnel","Mesotidal","Panne","T2",7,NA,NA,29.7,4.7,70.3,4.7,37.1,7.3,31,11.2,0,0,2.7,0.4,34.1,1.1
"203",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Runnel","Mesotidal","Panne","T3",6,NA,NA,34.5,3.8,65.5,3.8,56.2,8.4,8.3,8.3,0,0,1.5,0.3,38.3,1.3
"204",2024,2020,4,"Parker River Estuary","Old Town Hill","Massachusetts","Runnel","Mesotidal","Panne","T4",6,NA,NA,18.7,4.2,81.3,4.2,40.3,12.2,38.5,14.1,0,0,3,0.5,32.5,2.6
"205",2024,2022,2,"Great Marsh","Essex","Massachusetts","No Action","Mesotidal","Pool","T1",7,NA,NA,35,6.7,65,6.7,25.4,13.6,32.3,12.8,0.3,0.3,2.6,0.5,24.6,2.8
"206",2024,2022,2,"Great Marsh","Essex","Massachusetts","No Action","Mesotidal","Pool","T2",5,NA,NA,42.8,10.8,57.2,10.8,23.4,13.1,33,15.8,0,0,2.4,0.5,26.4,4.5
"207",2024,2022,2,"Great Marsh","Essex","Massachusetts","Reference","Mesotidal","Pool","T1",5,NA,NA,47.4,12.6,52.6,12.6,0,0,52,12.6,0,0,2,0,20.6,3.4
"208",2024,2022,2,"Great Marsh","Essex","Massachusetts","Reference","Mesotidal","Pool","T2",4,NA,NA,13.2,3.9,86.8,3.9,7.5,6,78.8,9.1,0,0,2.8,0.5,25,3.6
"209",2024,2022,2,"Great Marsh","Essex","Massachusetts","Runnel","Mesotidal","Pool","T1",9,NA,NA,39.3,6.1,60.7,6.1,39.1,7.6,13.3,5.2,0.9,0.8,3.1,0.7,33.2,2.1
"210",2024,2022,2,"Great Marsh","Essex","Massachusetts","Runnel","Mesotidal","Pool","T2",6,NA,NA,29.5,4.2,70.5,4.2,64.7,5.7,2.5,2.5,0,0,1.5,0.3,46.3,8.1
"211",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","No Action","Mesotidal","Panne","T1",7,NA,NA,44.9,10.4,55.1,10.4,31.4,6.4,22.6,7.6,5,4.2,2.3,0.5,19.4,4
"212",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","No Action","Mesotidal","Panne","T2",5,NA,NA,61.6,12.2,38.4,12.2,27.6,9.4,10.6,8.7,0.8,0.5,1.4,0.5,18,4.8
"213",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","Reference","Mesotidal","Panne","T1",5,NA,NA,9,2.3,91,2.3,9.4,5.1,81.2,6.9,0,0,2.8,0.4,18.2,2.8
"214",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","Reference","Mesotidal","Panne","T2",5,NA,NA,15.6,3.4,84.4,3.4,4.4,2,78.6,3.7,0,0,3.6,0.2,23.2,2.6
"215",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","Runnel","Mesotidal","Panne","T1",7,NA,NA,55.1,12,44.9,12,41.4,10.9,2.4,2.1,0.7,0.7,1.7,0.6,21.4,5.6
"216",2024,2022,2,"Great Marsh","Ipswich","Massachusetts","Runnel","Mesotidal","Panne","T2",5,NA,NA,61,14.2,39,14.2,27.8,8.5,10.6,6.1,5,3.9,2.2,0.6,18.8,4.8
"217",2024,2022,2,"Narragansett Bay","Sapowet","Rhode Island","No Action","Microtidal","Pool","T1",5,NA,NA,50.8,13.5,49.2,13.5,32,11.9,17,13.6,0,0,1.6,0.5,27,7.1
"218",2024,2022,2,"Narragansett Bay","Sapowet","Rhode Island","No Action","Microtidal","Pool","T2",5,NA,NA,51.8,15.7,48.2,15.7,23.6,9.1,24.2,18.3,3,3,2,0.3,27.2,7.2
"219",2024,2022,2,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Microtidal","Pool","T1",5,NA,NA,28.8,2.3,71.2,2.3,36,10.2,33,10.9,0,0,3,0.5,36.8,5
"220",2024,2022,2,"Narragansett Bay","Sapowet","Rhode Island","Runnel","Microtidal","Pool","T2",4,NA,NA,89.8,9.6,10.2,9.6,9.2,8.6,0,0,2.5,2.5,0.8,0.5,23,18.1
"221",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","No Action","Mesotidal","Panne","T1",7,NA,NA,45.1,6.9,54.9,6.9,46.1,8.7,8.1,8.1,0,0,1.6,0.3,31,2.8
"222",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","No Action","Mesotidal","Panne","T2",8,NA,NA,36.1,8.3,63.9,8.3,52.4,10.3,10.8,7.5,0,0,1.6,0.3,28.9,2.8
"223",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","Reference","Mesotidal","Panne","T1",7,NA,NA,9.6,1.2,90.4,1.2,1.3,0.8,84.3,3.3,0,0,2.9,0.3,16.9,1.6
"224",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","Reference","Mesotidal","Panne","T2",4,NA,NA,8.8,5.6,91.2,5.6,16,3.1,72,3.8,0,0,4.5,0.3,35.2,2.8
"225",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","Runnel","Mesotidal","Panne","T1",12,NA,NA,34.4,3.7,65.6,3.7,44,5.6,19.2,7.3,0,0,2.2,0.2,36.8,1.9
"226",2024,2022,2,"Parker River Estuary","Kents Island","Massachusetts","Runnel","Mesotidal","Panne","T2",9,NA,NA,33.6,4.1,66.4,4.1,47.4,6.7,18,8.5,0.7,0.4,2.1,0.3,32.9,1.7
"227",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","No Action","Mesotidal","Pool","T1",5,NA,NA,35.6,8,64.4,8,44.8,8.5,16,11.7,2.6,1.9,2.2,0.2,43.2,5.8
"228",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","No Action","Mesotidal","Pool","T2",4,NA,NA,29.2,17.8,70.8,17.8,26,13.7,44,24.1,0,0,2.2,0.2,33.5,5.5
"229",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","Reference","Mesotidal","Pool","T1",10,NA,NA,10.3,2.1,89.7,2.1,4.5,1.3,76.4,3.7,0,0,4.4,0.3,20.7,1.3
"230",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","Reference","Mesotidal","Pool","T2",10,NA,NA,17.9,5.6,82.1,5.6,4,3,76.6,7.2,0,0,3.1,0.3,24.5,3.1
"231",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","Runnel","Mesotidal","Pool","T1",9,NA,NA,43.4,11.2,56.6,11.2,20.8,6.3,30.7,10.8,7.8,5.7,2.4,0.6,32.3,8.3
"232",2024,2022,2,"Parker River Estuary","Plum Island - PLHA","Massachusetts","Runnel","Mesotidal","Pool","T2",9,NA,NA,48.4,10.8,51.6,10.8,35.4,9.8,13.7,10.2,0,0,1.9,0.5,38.9,11
