"","Site","Sub_Site","Site_SubSite","Overall_Treatment","Site_Treatment","Year","Year_0","Time_Since_Restoration","Tidal_Regime","Marsh_Condition","Transect","Distance_m","Impacted","Elevation","Local_Tideshed_ID","Study_Tideshed_ID","MUD","DEAD","WATER","WRACK","DITCH_FILL","ALGAL_MAT","GREEN_ALG","VAUCH","ASCO","SPALT","SPPAT","DISPI","JUGER","SADEP","AGMAR","AMCAN","ARANS","ATPAT","BAHAL","BOMAR","BOROB","CHRUB","ELROS","FERUB","IVFRU","JUBAL","LYNAS","LYMAR","MYPEN","PAVIR","PHAUS","PLMAR","PLODO","PORAM","PUMAR","RUMAR","SABIG","SOSEM","SPCAE","SPPEC","SPMAR","SULIN","SUMAR","SYSUB","SYTEN","TECAN","TRMAR","AGSTO","AMCANA","ASTER","CASEP","CAHOR","CUSCUTA","DICLA","ELPAL","ELREP","ELVIR","EUGRA","HIODO","JUVIR","LACTUCA","LYSAL","MEAQU","PACLA","PAQUI","SACAN","SCAME","SCPUN","SOLIDAGO","SYNOV","TORAD","TYANG","TYLAT","UNK","Canopy_Height_cm","Thatch_cm","abiotic_cover","live_cover","high_marsh_grams","salicornia","other","algae_cover","richness"
"353","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T1",20,"Yes",0.725,"Sapowet_19",141,20,13,0,0,0,0,0,0,0,2,0,47,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"2",33,67,47,18,0,0,3
"354","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T1",30,"Yes",0.73,"Sapowet_19",141,15,10,0,0,0,0,0,0,0,60,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"0",25,75,0,15,0,0,2
"355","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T1",40,"Yes",0.715,"Sapowet_19",141,12,15,0,0,0,0,0,0,0,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"8",27,73,65,0,0,0,2
"356","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T2",0,"Yes",0.63,"Sapowet_19",141,5,20,0,0,0,0,0,0,0,1,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"4",25,75,73,1,0,0,3
"357","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T2",10,"Yes",0.655,"Sapowet_19",141,8,8,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"0",16,84,0,0,2,0,2
"358","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T2",20,"Yes",0.675,"Sapowet_19",141,22,11,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0",33,67,0,0,7,0,2
"359","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2022,2022,0,"Microtidal","Pool","T2",30,"Yes",0.675,"Sapowet_19",141,20,12,0,0,0,0,0,0,0,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"0",32,68,0,2,0,0,2
"360","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T1",10,"Yes",0.64,"Sapowet_19",141,12,20,0,0,0,0,0,0,0,33,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"4",32,68,30,3,2,0,4
"361","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T1",20,"Yes",0.57,"Sapowet_19",141,40,7,0,0,0,0,0,0,0,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"2",47,53,0,5,0,0,2
"362","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T1",30,"Yes",0.665,"Sapowet_19",141,0,13,0,3,0,0,0,0,0,7,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"3",16,84,77,0,0,0,2
"363","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T1",40,"Yes",0.655,"Sapowet_19",141,3,20,0,0,0,0,0,0,0,35,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"1",23,77,39,3,0,0,3
"364","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T2",10,"Yes",0.438,"Sapowet_19",141,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",100,0,0,0,0,0,0
"365","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T2",20,"Yes",0.498,"Sapowet_19",141,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",100,0,0,0,0,0,0
"366","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T2",30,"Yes",0.638,"Sapowet_19",141,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",100,0,0,0,0,0,0
"367","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T2",40,"Yes",0.758,"Sapowet_19",141,3,20,0,0,0,0,0,0,0,0,0,50,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"5",23,77,69,0,8,0,3
"368","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2022,2018,4,"Microtidal","Pool","T2",50,"Yes",0.773,"Sapowet_19",141,0,18,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"2",18,82,72,0,10,0,3
"369","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T1",0,"Yes",0.612,"Sapowet_3",133,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-",100,0,0,0,0,0,0
"370","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T1",10,"Yes",0.682,"Sapowet_3",133,82,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"0",87,13,0,0,0,0,1
"371","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T1",20,"Yes",0.692,"Sapowet_3",133,15,25,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"8",40,60,0,0,0,0,1
"372","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T1",30,"Yes",0.682,"Sapowet_3",133,5,10,0,0,0,0,0,0,0,10,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"7",15,85,75,0,0,0,3
"373","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T1",40,"Yes",0.712,"Sapowet_3",133,15,14,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"6",29,71,8,0,0,0,2
"374","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T2",0,"Yes",0.497,"Sapowet_3",133,22,0,80,0,0,0,70,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"-",92,8,0,0,82,70,2
"375","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T2",10,"Yes",0.652,"Sapowet_3",133,55,5,0,15,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"0",75,25,0,0,0,0,1
"376","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T2",20,"Yes",0.717,"Sapowet_3",133,0,4,0,0,0,0,0,0,0,1,70,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"7",4,96,95,0,0,0,3
"377","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T2",30,"Yes",0.707,"Sapowet_3",133,15,20,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"7",35,65,0,0,0,0,1
"378","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2022,2022,0,"Microtidal","Pool","T2",40,"Yes",0.712,"Sapowet_3",133,10,30,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"4",40,60,20,0,0,0,2
"379","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T1",10,"Yes",NA,"Sapowet_19",141,4,22,0,4,0,0,0,0,0,60,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"0",30,70,9,1,0,0,3
"380","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T1",20,"Yes",NA,"Sapowet_19",141,15,18,0,0,0,0,0,0,0,2,0,60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"5",33,67,60,5,0,0,3
"381","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",30,"Yes",NA,"Sapowet_19",141,5,30,0,0,0,0,0,0,0,45,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"11",35,65,20,0,0,0,3
"382","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T1",40,"Yes",NA,"Sapowet_19",141,0,37,0,0,0,0,0,0,0,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"5",37,63,55,0,0,0,2
"383","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",10,"Yes",NA,"Sapowet_19",141,4,24,0,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"0",28,72,0,1,6,0,3
"384","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",20,"Yes",NA,"Sapowet_19",141,30,8,0,0,0,0,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"0",38,62,0,2,10,0,3
"385","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",30,"Yes",NA,"Sapowet_19",141,10,20,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"0",30,70,0,1,0,0,2
"386","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",40,"Yes",NA,"Sapowet_19",141,3,17,0,0,0,0,0,0,0,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"0",20,80,50,0,0,0,3
"387","Sapowet","North","Sapowet - North","Runnel","Sapowet - North - Runnel",2024,2018,6,"Microtidal","Pool","T2",50,"Yes",NA,"Sapowet_19",141,7,20,0,12,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"0",39,61,0,1,0,0,2
"388","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T1",0,"Yes",NA,"Sapowet_8",124,11,10,0,0,0,0,0,0,0,50,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"0",21,79,20,3,6,0,4
"389","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T1",10,"Yes",NA,"Sapowet_8",124,15,8,0,5,0,0,0,0,0,30,0,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"0",28,72,40,1,1,0,4
"390","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T1",20,"Yes",NA,"Sapowet_8",124,20,15,50,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"0",35,65,0,0,50,0,1
"391","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T1",30,"Yes",NA,"Sapowet_8",124,2,28,0,0,0,0,0,0,0,5,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"8",30,70,65,0,0,0,3
"392","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T1",40,"Yes",NA,"Sapowet_8",124,2,28,0,0,0,0,0,0,0,30,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,"9",30,70,40,0,0,0,3
"393","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T2",0,"Yes",NA,"Sapowet_8",124,88,0,100,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"0",98,2,0,0,100,10,1
"394","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T2",10,"Yes",NA,"Sapowet_8",124,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",100,0,0,0,100,0,0
"395","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T2",20,"Yes",NA,"Sapowet_8",124,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",100,0,0,0,100,0,0
"396","Sapowet","South","Sapowet - South","Runnel","Sapowet - South - Runnel",2024,2022,2,"Microtidal","Pool","T2",30,"Yes",NA,"Sapowet_8",124,55,6,0,0,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"0",61,39,0,4,0,0,2
"397","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T1",10,"Yes",NA,"Sapowet_17",120,5,9,0,0,0,0,0,0,0,0,75,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"6",14,86,85,1,0,0,3
"398","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T1",20,"Yes",NA,"Sapowet_17",120,2,22,0,0,0,0,0,0,0,0,25,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"5",24,76,75,1,0,0,3
"399","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T1",30,"Yes",NA,"Sapowet_17",120,3,45,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"4",48,52,50,0,0,0,2
"400","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T1",40,"Yes",NA,"Sapowet_17",120,0,6,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"0",6,94,90,0,4,0,4
"401","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T2",10,"Yes",NA,"Sapowet_17",120,2,8,0,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"5",10,90,90,0,0,0,2
"402","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T2",20,"Yes",NA,"Sapowet_17",120,0,8,0,0,0,0,0,0,0,0,20,30,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"5",8,92,90,2,0,0,4
"403","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T2",30,"Yes",NA,"Sapowet_17",120,0,20,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"5",21,79,79,0,0,0,1
"404","Sapowet","North","Sapowet - North","Reference","Sapowet - North - Reference",2024,2018,6,"Microtidal","Pool","T2",40,"Yes",NA,"Sapowet_17",120,4,20,0,0,0,0,0,0,0,40,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"0",24,76,36,0,0,0,2
"405","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2024,2022,2,"Microtidal","Pool","T1",0,"Yes",NA,"Sapowet_3",133,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",100,0,0,0,100,0,0
"406","Sapowet","South","Sapowet - South","No Action","Sapowet - South - No Action",2024,2022,2,"Microtidal","Pool","T1",10,"Yes",NA,"Sapowet_3",133,54,0,20,0,0,0,0,0,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"0",54,46,0,1,20,0,2
