Date,Year,Year_0,Time_Since_Restoration,State,Salt_Marsh,Site,Sub_Site,Overall_Treatment,Tidal_Regime,Marsh_Condition,Marsh_Condition_plot,Transect,Distance_m,Habitat,Impacted,Elevation,Transect_ID,Plot_ID,Local_Tideshed_ID,Study_Tideshed_ID,Plot_Notes,TOTAL,MUD,DEAD,WATER,WRACK,DITCH_FILL,ALGAL_MAT,GREEN_ALG,VAUCH,ASCO,SPALT,SPPAT,DISPI,JUGER,SADEP,AGMAR,AMCAN,ARANS,ATPAT,BAHAL,BOMAR,BOROB,CHRUB,ELROS,FERUB,IVFRU,JUBAL,LYNAS,LYMAR,MYPEN,PAVIR,PHAUS,PLMAR,PLODO,PORAM,PUMAR,RUMAR,SABIG,SOSEM,SPCAE,SPPEC,SPMAR,SULIN,SUMAR,SYSUB,SYTEN,TECAN,TRMAR,AGSTO,AMCANA,ASTER,CASEP,CAHOR,CUSCUTA,DICLA,ELPAL,ELREP,ELVIR,EUGRA,HIODO,JUVIR,LACTUCA,LYSAL,MEAQU,PACLA,PAQUI,SACAN,SCAME,SCPUN,SOLIDAGO,SYNOV,TORAD,TYANG,TYLAT,UNK,Canopy_Height_cm,Thatch_cm
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,20,HM,Yes,0.812,Jacobs Point Reference 2,Jacobs Point__2021_Reference_20,Jacobs Point_6,93,,100,5,5,,,,,,,,,20,69,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,24,HM,No,0.832,Jacobs Point Reference 2,Jacobs Point__2021_Reference_24,Jacobs Point_6,93,west stake,100,10,,,,,,,,,,,55,35,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,31,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,-1,LM,No,0.442,Jacobs Point No Action 1,Jacobs Point__2021_No Action_-1,Jacobs Point_6,93,,100,35,,,,,,,,,65,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,116,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,0,LM,No,0.642,Jacobs Point No Action 1,Jacobs Point__2021_No Action_0,Jacobs Point_6,93,east stake,100,50,,,,,,,,,30,17,3,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,58,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,4,HM,Yes,0.822,Jacobs Point No Action 1,Jacobs Point__2021_No Action_4,Jacobs Point_6,93,,100,1,2,,,,,,,,12,65,20,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,44,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,8,,Yes,0.797,Jacobs Point No Action 1,Jacobs Point__2021_No Action_8,Jacobs Point_6,93,small pool,100,75,,75,,,,,,,5,20,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,23,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,12,Panne,Yes,0.807,Jacobs Point No Action 1,Jacobs Point__2021_No Action_12,Jacobs Point_6,93,,100,50,,,,,,,,,20,30,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,78,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,16,TM,Yes,0.822,Jacobs Point No Action 1,Jacobs Point__2021_No Action_16,Jacobs Point_6,93,,100,20,10,,,,,,,,20,35,15,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,46,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,20,TM,Yes,0.817,Jacobs Point No Action 1,Jacobs Point__2021_No Action_20,Jacobs Point_6,93,becoming Panne,100,43,2,,,,,,,,35,,20,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,50,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,24,HM,No,0.822,Jacobs Point No Action 1,Jacobs Point__2021_No Action_24,Jacobs Point_6,93,1/2 plot in pool,100,40,5,50,,,,,,,,,55,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,27,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,25,HM,Yes,0.802,Jacobs Point No Action 1,Jacobs Point__2021_No Action_25,Jacobs Point_6,93,west stake - 1/3 plot in pool,100,30,,35,,,,,,,,,70,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,29,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,-1,LM,No,0.352,Jacobs Point No Action 2,Jacobs Point__2021_No Action_-1,Jacobs Point_8,95,,100,55,5,,,,,,,,40,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,76,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,0,LM,No,0.562,Jacobs Point No Action 2,Jacobs Point__2021_No Action_0,Jacobs Point_8,95,west stake,100,60,6,,,,,,,,34,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,70,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,4,TM,Yes,0.742,Jacobs Point No Action 2,Jacobs Point__2021_No Action_4,Jacobs Point_8,95,,100,50,15,,,,,,,,15,15,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,39,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,8,TM,Yes,0.757,Jacobs Point No Action 2,Jacobs Point__2021_No Action_8,Jacobs Point_8,95,,100,40,15,,,,,,,,20,25,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,40,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,12,LM,Yes,0.767,Jacobs Point No Action 2,Jacobs Point__2021_No Action_12,Jacobs Point_8,95,,100,40,10,,,,,,,,50,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,24,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,16,LM,Yes,0.72,Jacobs Point No Action 2,Jacobs Point__2021_No Action_16,Jacobs Point_8,95,,100,35,29,,,,,,,,35,1,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,29,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,20,TM,Yes,0.792,Jacobs Point No Action 2,Jacobs Point__2021_No Action_20,Jacobs Point_8,95,,100,15,5,,,,,,,,25,20,35,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,37,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,24,LM,No,0.797,Jacobs Point No Action 2,Jacobs Point__2021_No Action_24,Jacobs Point_8,95,,100,45,20,,,,,,,,35,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,13,
20-Sep-21,2021,2016,5,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,26,LM,Yes,0.817,Jacobs Point No Action 2,Jacobs Point__2021_No Action_26,Jacobs Point_8,95,east stake,100,40,50,,,,,,,,10,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,10,
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T1,0,TM,Yes,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_0,Jacobs Point_7,91,,100,12,23,,,,,,,,20,45,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,45,5
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T1,3,Panne,No,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_3,Jacobs Point_7,91,,100,15,45,,,,,,,,20,20,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,33,2
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T1,6,HM,Yes,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_6,Jacobs Point_7,91,,100,2,20,,,,,,,,8,70,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,23,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T1,9,TM,No,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_9,Jacobs Point_7,91,Run center,100,48,17,50,,,,2,,,30,,2,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,37,5
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T1,12,TM,Yes,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_12,Jacobs Point_7,91,Runnel,100,15,5,20,,,,,,,,55,25,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,27,6
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T1,15,HM,No,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_15,Jacobs Point_7,91,,100,20,,,,,,,,,,50,20,,,,,,,,,0,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,61,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T1,18,HM,Yes,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_18,Jacobs Point_7,91,,100,,20,,,,,,,,,45,3,,,,,,,,,0,,,,25,,,0,,,7,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,81,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T1,22,HM,Yes,,Jacobs Point Runnel 1,Jacobs Point__2024_Runnel_22,Jacobs Point_7,91,,100,,22,,,,,,,,,54,10,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,12,0,,,,2,,,94,6
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,0,LM,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_0,Jacobs Point_9,89,,100,50,8,,,,,,,,30,5,7,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,61,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,7,TM,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_7,Jacobs Point_9,89,,100,4,22,10,,,,,,,7,51,15,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,37,5
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,14,Panne,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_14,Jacobs Point_9,89,,100,32,20,80,,,,,,,25,20,3,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,52,6
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,21,TM,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_21,Jacobs Point_9,89,,100,4,14,15,,,,,,,12,45,25,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,5
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T2,28,TM,Yes,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_28,Jacobs Point_9,89,,100,5,20,10,,,,,,,15,50,10,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,37,8
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T2,35,HM,Yes,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_35,Jacobs Point_9,89,,100,,10,,,,,,,,,90,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,17,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,36,TM,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_36,Jacobs Point_9,89,runnel center,100,30,10,70,,,,,,,30,25,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,47,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,Panne,T2,42,HM,Yes,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_42,Jacobs Point_9,89,,100,,48,,,,,,,,,50,1,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Runnel,Microtidal,Panne,,T2,45,UE,No,,Jacobs Point Runnel 2,Jacobs Point__2024_Runnel_45,Jacobs Point_9,89,,100,9,23,,,,,,,,,1,,,,,,,,,,0,,,,60,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,7,0,,,,,,,106,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,-1,LM,No,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_-1,Jacobs Point_6,93,fiddler crabs,100,40,,,,,,,,,60,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,110,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,0,LM,No,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_0,Jacobs Point_6,93,,100,35,4,,,,,,,,60,,1,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,96,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,3,HM,Yes,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_3,Jacobs Point_6,93,,100,15,40,,,,,,,,5,35,5,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,6,HM,No,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_6,Jacobs Point_6,93,2 ribbed mussles,100,10,35,,,,,,,,,39,15,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,9,HM,Yes,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_9,Jacobs Point_6,93,,100,5,45,40,,,,,,,,42,8,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,16,5
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,12,HM,No,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_12,Jacobs Point_6,93,,100,3,22,,,,,,,,4,68,3,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,22,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,15,HM,Yes,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_15,Jacobs Point_6,93,,100,18,,,,,,,,,,67,15,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,28,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,18,Pool,No,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_18,Jacobs Point_6,93,Pool Edge - HM,100,35,10,50,,,,,,,18,35,2,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,41,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T1,21.7,TM,Yes,,Jacobs Point Reference 1,Jacobs Point__2024_Reference_21.7,Jacobs Point_6,93,,100,5,39,30,,,,,,,,50,5,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,25,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,-1,LM,No,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_-1,Jacobs Point_6,93,,100,50,,,,,,,,,50,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,114,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,0,LM,No,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_0,Jacobs Point_6,93,LM Edge,100,45,15,,,,,,,,35,5,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,81,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,4,HM,Yes,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_4,Jacobs Point_6,93,,100,,5,,,,,,,,,91,3,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,20,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,8,HM,Yes,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_8,Jacobs Point_6,93,,100,5,10,,,,,,,,,79,5,,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,26,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,12,HM,Yes,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_12,Jacobs Point_6,93,,100,,10,,,,,,,,,55,35,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,35,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,16,HM,Yes,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_16,Jacobs Point_6,93,,100,,10,,,,,,,,,25,58,3,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,4,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,32,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,20,HM,Yes,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_20,Jacobs Point_6,93,,100,2,15,,,,,,,,,30,45,7,1,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,27,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,Reference,Microtidal,Panne,,T2,24,HM,No,,Jacobs Point Reference 2,Jacobs Point__2024_Reference_24,Jacobs Point_6,93,23.7,100,,10,,,,,,,,,,30,60,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,30,6
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,-1,LM,No,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_-1,Jacobs Point_6,93,creek edge,100,70,,,,,,5,,,25,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,120,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,0,LM,No,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_0,Jacobs Point_6,93,crab herbivory,100,95,,,,,,,,,3,2,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,16,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,4,HM,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_4,Jacobs Point_6,93,,100,,10,,,,,,,,30,45,15,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,63,14
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,8,Panne,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_8,Jacobs Point_6,93,fiddler crabs,100,30,15,40,,,,,,,50,5,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,49,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,12,Panne,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_12,Jacobs Point_6,93,,100,10,10,10,,,,,,,20,50,10,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,57,6
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,16,Panne,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_16,Jacobs Point_6,93,wet,100,30,20,,,,,,,,50,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,41,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,20,Panne,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_20,Jacobs Point_6,93,,100,25,30,50,,,,,,,45,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,44,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,24,HM,No,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_24,Jacobs Point_6,93,pool edge,100,30,5,35,,,,,,,,44,20,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,13,3
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T1,25,HM,Yes,,Jacobs Point No Action 1,Jacobs Point__2024_No Action_25,Jacobs Point_6,93,pool edge,100,5,15,25,,,,,,,,35,45,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,33,4
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,-1,LM,No,,Jacobs Point No Action 2,Jacobs Point__2024_No Action_-1,Jacobs Point_8,95,fiddler crabs + 6 ribbed mussles,100,63,,,2,,,,,,35,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,87,0
7/22/2024,2024,2016,8,Rhode Island,Narragansett Bay,Jacobs Point,,No Action,Microtidal,Panne,,T2,0,LM,No,,Jacobs Point No Action 2,Jacobs Point__2024_No Action_0,Jacobs Point_8,95,,100,40,3,,2,,,,,,55,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,68,0
